 -10.00000000   -0.01000000    0.01000000   -0.00000000    0.00000000    0.00000000
  -9.80000000   -0.01000000    0.01000000   -0.00000000    0.00000000    0.00000000
  -9.60000000   -0.01000000    0.01000000   -0.00000000    0.00000000    0.00000000
  -9.40000000   -0.01000000    0.01000000   -0.00000000    0.00000000    0.00000000
  -9.20000000   -0.01000000    0.01000000   -0.00000001    0.00000001    0.00000000
  -9.00000000   -0.00999999    0.00999999   -0.00000001    0.00000001    0.00000000
  -8.80000000   -0.00999999    0.00999999   -0.00000001    0.00000001    0.00000000
  -8.60000000   -0.00999999    0.00999999   -0.00000002    0.00000002    0.00000000
  -8.40000000   -0.00999999    0.00999999   -0.00000002    0.00000002    0.00000000
  -8.20000000   -0.00999998    0.00999998   -0.00000003    0.00000003    0.00000000
  -8.00000000   -0.00999997    0.00999997   -0.00000004    0.00000004    0.00000000
  -7.80000000   -0.00999996    0.00999996   -0.00000006    0.00000006    0.00000000
  -7.60000000   -0.00999995    0.00999995   -0.00000008    0.00000008    0.00000000
  -7.40000000   -0.00999993    0.00999993   -0.00000012    0.00000012    0.00000000
  -7.20000000   -0.00999990    0.00999990   -0.00000016    0.00000016    0.00000000
  -7.00000000   -0.00999986    0.00999986   -0.00000022    0.00000022    0.00000000
  -6.80000000   -0.00999981    0.00999981   -0.00000030    0.00000030    0.00000000
  -6.60000000   -0.00999974    0.00999974   -0.00000041    0.00000041    0.00000000
  -6.40000000   -0.00999964    0.00999964   -0.00000057    0.00000057    0.00000000
  -6.20000000   -0.00999951    0.00999951   -0.00000079    0.00000079    0.00000000
  -6.00000000   -0.00999932    0.00999932   -0.00000108    0.00000108    0.00000000
  -5.80000000   -0.00999907    0.00999907   -0.00000149    0.00000149    0.00000000
  -5.60000000   -0.00999872    0.00999872   -0.00000206    0.00000206    0.00000000
  -5.40000000   -0.00999823    0.00999823   -0.00000283    0.00000283    0.00000000
  -5.20000000   -0.00999756    0.00999756   -0.00000390    0.00000390    0.00000000
  -5.00000000   -0.00999665    0.00999665   -0.00000537    0.00000537    0.00000000
  -4.80000000   -0.00999538    0.00999538   -0.00000739    0.00000739    0.00000000
  -4.60000000   -0.00999364    0.00999364   -0.00001018    0.00001018    0.00000000
  -4.40000000   -0.00999124    0.00999124   -0.00001402    0.00001402    0.00000001
  -4.20000000   -0.00998793    0.00998793   -0.00001930    0.00001930    0.00000005
  -4.00000000   -0.00998338    0.00998338   -0.00002658    0.00002658    0.00000023
  -3.80000000   -0.00997712    0.00997712   -0.00003661    0.00003661    0.00000102
  -3.60000000   -0.00996849    0.00996849   -0.00005042    0.00005042    0.00000425
  -3.40000000   -0.00995661    0.00995661   -0.00006943    0.00006943    0.00001627
  -3.20000000   -0.00994024    0.00994024   -0.00009562    0.00009562    0.00005740
  -3.00000000   -0.00991770    0.00991770   -0.00013168    0.00013168    0.00018624
  -2.80000000   -0.00988667    0.00988667   -0.00018134    0.00018134    0.00055563
  -2.60000000   -0.00984393    0.00984393   -0.00024974    0.00024974    0.00152342
  -2.40000000   -0.00978508    0.00978508   -0.00034402    0.00034402    0.00383609
  -2.20000000   -0.00970409    0.00970409   -0.00047430    0.00047430    0.00886350
  -2.00000000   -0.00959282    0.00959282   -0.00065566    0.00065566    0.01876769
  -1.80000000   -0.00944068    0.00944068   -0.00091259    0.00091259    0.03634106
  -1.60000000   -0.00923504    0.00923504   -0.00128756    0.00128756    0.06410493
  -1.40000000   -0.00896313    0.00896313   -0.00185302    0.00185302    0.10220083
  -1.20000000   -0.00861576    0.00861576   -0.00271435    0.00271435    0.14471166
  -1.00000000   -0.00819026    0.00819026   -0.00397402    0.00397402    0.17455721
  -0.80000000   -0.00768596    0.00768596   -0.00562568    0.00562568    0.15849864
  -0.60000000   -0.00708879    0.00708879   -0.00739313    0.00739313    0.04439358
  -0.40000000   -0.00636388    0.00636388   -0.00854884    0.00854884    0.24486701
  -0.20000000   -0.00552968    0.00552968   -0.00742326    0.00742326    0.82662255
   0.00000000   -0.00500000    0.00500000    0.00000000    0.00000000    1.60000000
   0.20000000   -0.00552968    0.00552968    0.00742326   -0.00742326    0.82662255
   0.40000000   -0.00636388    0.00636388    0.00854884   -0.00854884    0.24486701
   0.60000000   -0.00708879    0.00708879    0.00739313   -0.00739313    0.04439358
   0.80000000   -0.00768596    0.00768596    0.00562568   -0.00562568    0.15849864
   1.00000000   -0.00819026    0.00819026    0.00397402   -0.00397402    0.17455721
   1.20000000   -0.00861576    0.00861576    0.00271435   -0.00271435    0.14471166
   1.40000000   -0.00896313    0.00896313    0.00185302   -0.00185302    0.10220083
   1.60000000   -0.00923504    0.00923504    0.00128756   -0.00128756    0.06410493
   1.80000000   -0.00944068    0.00944068    0.00091259   -0.00091259    0.03634106
   2.00000000   -0.00959282    0.00959282    0.00065566   -0.00065566    0.01876769
   2.20000000   -0.00970409    0.00970409    0.00047430   -0.00047430    0.00886350
   2.40000000   -0.00978508    0.00978508    0.00034402   -0.00034402    0.00383609
   2.60000000   -0.00984393    0.00984393    0.00024974   -0.00024974    0.00152342
   2.80000000   -0.00988667    0.00988667    0.00018134   -0.00018134    0.00055563
   3.00000000   -0.00991770    0.00991770    0.00013168   -0.00013168    0.00018624
   3.20000000   -0.00994024    0.00994024    0.00009562   -0.00009562    0.00005740
   3.40000000   -0.00995661    0.00995661    0.00006943   -0.00006943    0.00001627
